timestamp,supply
1468470657,15758012.5
1468738515,15763637.5
1469002698,15769262.5
1469300675,15774875
1469601247,15780500
1469895366,15786162.5
1470155529,15791775
1470394813,15797375
1470648872,15802975
1470916514,15808587.5
1471160940,15814200
1471435212,15819800
1471697392,15825450
1471940329,15831075
1472222513,15836787.5
1472479861,15842412.5
1472758185,15848050
1473015127,15853687.5
1473281857,15859312.5
1473547022,15864950
1473788362,15870625
1474035102,15876250
1474299962,15881837.5
1474556514,15887450
1474805178,15893100
1475047058,15898712.5
1475309902,15904312.5
1475569836,15909925
1475813845,15915550
1476058957,15921162.5
1476347762,15926775
1476636981,15932437.5
1476924907,15938025
1477181621,15943612.5
1477453034,15949212.5
1477710469,15954825
1477962649,15960462.5
1478234681,15966050
1478506079,15971650
1478761536,15977262.5
1478991349,15982887.5
1479241388,15988487.5
1479479785,15994087.5
1479760690,15999725
1480026924,16005350
1480281381,16010962.5
1480543013,16016575
1480791383,16022187.5
1481052144,16027800
1481300729,16033475
1481553442,16039100
1481804553,16044700
1482087543,16050337.5
1482352727,16055987.5
1482614736,16061612.5
1482866038,16067287.5
1483116118,16072937.5
1483373586,16078550
1483612229,16084162.5
1483877040,16089762.5
1484128559,16095375
1484373027,16101037.5
1484606388,16106675
1484842732,16112312.5
1485065383,16117975
1485316993,16123562.5
1485557966,16129150
1485813892,16134787.5
1486042732,16140462.5
1486304525,16146075
1486574236,16151675
1486834773,16157312.5
1487080435,16162937.5
1487346900,16168562.5
1487618636,16174225
1487888177,16179850
1488127471,16185537.5
1488379045,16191125
1488637124,16196725
1488910860,16202375
1489168386,16207987.5
1489429857,16213612.5
1489693812,16219287.5
1489936595,16224900
1490203877,16230525
1490455119,16236125
1490708677,16241737.5
1490980843,16247437.5
1491238187,16253087.5
1491503816,16258750
1491764259,16264450
1492015272,16270075
1492297417,16275675
1492570998,16281375
1492830585,16287000
1493108859,16292687.5
1493372214,16298312.5
1493622437,16303925
1493888981,16309562.5
1494136801,16315162.5
1494366131,16320812.5
1494633058,16326425
1494871003,16332087.5
1495139464,16337750
